"id","time","address","isp","country","rdns","screenx","screeny","user_agent","timestamps","path"
"1033","2022-05-05 06:41:38","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"1032","2022-05-05 06:41:35","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"1031","2022-05-05 06:41:33","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"1030","2022-05-05 06:41:22","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"1029","2022-05-05 06:41:12","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"1028","2022-05-05 06:41:06","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"1027","2022-05-05 06:41:05","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"1026","2022-05-05 06:40:39","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"1025","2022-05-05 06:40:35","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"1024","2022-05-05 06:40:34","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"1023","2022-05-05 06:40:32","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"1022","2022-05-05 06:40:28","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"1021","2022-05-05 06:40:24","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"1020","2022-05-05 06:40:22","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"1019","2022-05-05 06:40:19","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"1018","2022-05-05 06:40:18","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"1017","2022-05-05 06:40:14","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"1016","2022-05-05 06:40:11","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"1015","2022-05-05 06:40:10","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"1014","2022-05-05 06:40:06","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"1013","2022-05-05 06:40:04","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"1012","2022-05-05 06:40:02","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"1011","2022-05-05 06:39:58","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"1010","2022-05-05 06:39:56","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"1009","2022-05-05 06:39:49","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"1008","2022-05-05 06:39:47","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"1007","2022-05-05 06:39:44","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"1006","2022-05-05 06:39:43","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"1005","2022-05-05 06:39:40","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"1004","2022-05-05 06:39:39","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"1003","2022-05-05 06:39:39","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"1002","2022-05-05 06:39:38","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"1001","2022-05-05 06:39:34","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"1000","2022-05-05 06:39:29","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"999","2022-05-05 06:39:28","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"998","2022-05-05 06:39:26","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"997","2022-05-05 06:39:19","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"996","2022-05-05 06:39:14","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"995","2022-05-05 06:39:11","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"994","2022-05-05 06:39:09","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"993","2022-05-05 06:39:06","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"992","2022-05-05 06:39:02","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"991","2022-05-05 06:38:51","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"990","2022-05-05 06:38:48","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"989","2022-05-05 06:38:40","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"988","2022-05-05 06:38:40","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"987","2022-05-05 06:38:38","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"986","2022-05-05 06:38:34","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"985","2022-05-05 06:38:30","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"984","2022-05-05 06:38:21","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"983","2022-05-05 06:38:18","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"982","2022-05-05 06:38:14","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"981","2022-05-05 06:38:13","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"980","2022-05-05 06:38:11","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"979","2022-05-05 06:38:10","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"978","2022-05-05 06:38:10","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"977","2022-05-05 06:38:06","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"976","2022-05-05 06:38:02","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"975","2022-05-05 06:38:02","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"974","2022-05-05 06:37:53","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"973","2022-05-05 06:37:53","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"972","2022-05-05 06:37:50","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"971","2022-05-05 06:37:45","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"970","2022-05-05 06:37:42","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"969","2022-05-05 06:37:37","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"968","2022-05-05 06:37:36","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"967","2022-05-05 06:37:34","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"966","2022-05-05 06:37:32","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"965","2022-05-05 06:37:30","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"964","2022-05-05 06:37:26","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"963","2022-05-05 06:37:03","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"962","2022-05-05 06:36:57","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"961","2022-05-05 06:36:56","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"960","2022-05-05 06:36:55","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"959","2022-05-05 06:36:55","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"958","2022-05-05 06:36:48","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"957","2022-05-05 06:36:46","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"956","2022-05-05 06:36:39","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"955","2022-05-05 06:36:36","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"954","2022-05-05 06:36:36","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"953","2022-05-05 06:36:35","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"952","2022-05-05 06:36:31","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"951","2022-05-05 06:36:30","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"950","2022-05-05 06:36:25","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"949","2022-05-05 06:36:24","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"948","2022-04-20 13:52:08","217.76.14.179","MTS Armenia CJSC","Armenia","179.14.76.217.in-addr.mts.am","412","892","Mozilla/5.0 (Linux; Android 9; SAMSUNG SM-A305FN) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/16.2 Chrome/92.0.4515.166 Mobile Safari/537.36",",13.2,66.9,83.9,90.3",NULL
"947","2022-04-18 06:38:53","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"946","2022-04-18 06:38:48","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"945","2022-04-18 06:38:47","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"944","2022-04-18 06:38:46","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"943","2022-04-18 06:38:45","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"942","2022-04-18 06:38:40","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"941","2022-04-18 06:38:34","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"940","2022-04-18 06:38:29","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"939","2022-04-18 06:38:14","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"938","2022-04-18 06:38:13","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"937","2022-04-18 06:38:10","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"936","2022-04-18 06:38:10","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"935","2022-04-18 06:38:07","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"934","2022-04-18 06:38:01","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"933","2022-04-18 06:37:56","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"932","2022-04-18 06:37:53","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"931","2022-04-18 06:37:43","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"930","2022-04-18 06:37:39","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"929","2022-04-18 06:37:38","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"928","2022-04-18 06:37:36","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"927","2022-04-18 06:37:35","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"926","2022-04-18 06:37:32","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"925","2022-04-18 06:37:28","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"924","2022-04-18 06:37:19","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"923","2022-04-18 06:37:14","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"922","2022-04-18 06:37:14","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"921","2022-04-18 06:37:10","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"920","2022-04-18 06:37:07","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"919","2022-04-18 06:37:01","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"918","2022-04-18 06:37:00","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"917","2022-04-18 06:36:54","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"916","2022-04-18 06:36:51","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"915","2022-04-18 06:36:50","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"914","2022-04-18 06:36:48","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"913","2022-04-18 06:36:42","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"912","2022-04-18 06:36:40","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"911","2022-04-18 06:36:37","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"910","2022-04-18 06:36:36","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"909","2022-04-18 06:36:34","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"908","2022-04-18 06:36:34","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"907","2022-04-18 06:36:32","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"906","2022-04-18 06:36:07","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"905","2022-04-18 06:36:03","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"904","2022-04-18 06:35:55","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
"903","2022-04-18 06:35:54","195.250.80.10","GNC-Alfa CJSC","Armenia","195.250.80.10","1536","864","Apache-HttpClient/4.5.12 (Java/1.8.0_321)",",3.7,21.8,27.9,29.3",NULL
